DATE_CREATED,LANGUAGE,COUNTRY,PRODUCT,CATEGORY,DAMAGE_TYPE,TRANSCRIPT
2023-10-31,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Hallo

Agent: Hallo, ich hoffe, Sie haben einen tollen Tag. Um Ihnen bestmöglich zu helfen, teilen Sie bitte Ihren Vor- und Nachnamen und den Namen der Firma, von der Sie anrufen.

Kunde: Ja, ich bin Lennart Müller von Ski Bergsport GmbH.

Agent: Danke, Lennart. Worum geht es bei Ihrem heutigen Anliegen?

Kunde: Nun, ich habe vor kurzem 50 DryProof670 Jacken für unser Geschäft bestellt und es sieht so aus, als ob die Reißverschlüsse der Hälfte davon gebrochen sind. Das ist wirklich ärgerlich. Können Sie mir bitte weiterhelfen?

Agent: Ich verstehe, dass dies ein Problem für Ihr Unternehmen sein kann. Lassen Sie mich überprüfen, was mit Ihrer Bestellung los ist. Um das zu bestätigen, handelt es sich bei Ihrer Bestellung um die, die mit der Nummer 47249 endet?

Kunde: Ja, das stimmt.

Agent: Ich sehe. Es scheint das erste Mal zu sein, dass wir von solch schlechter Qualität bei diesem spezifischen Modell hören, und dafür möchten wir uns entschuldigen. Wir würden das gerne wieder gutmachen. Ich werde den Prozess beginnen, Ihnen eine neue Lieferung von Jacken zu schicken und die beschädigten Artikel mit einem unserer Lastwagen innerhalb von zwei Wochen abzuholen. Würde es Ihnen recht sein, diese Artikel in der Zwischenzeit in Ihrem Besitz zu behalten?

Kunde: Nun, wenn das die einzige Lösung ist, dann müsste es gehen. Gibt es für mich irgendwelche Kosten dabei?"
2023-10-29,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Guten Tag

Agent: Guten Tag, ich hoffe, Sie haben einen sehr guten Tag. Um Ihnen bestmöglich zu helfen, teilen Sie mir bitte Ihren Vor- und Nachnamen und den Namen des Unternehmens mit, von dem aus Sie anrufen.

Kunde: Ja, ich bin Klaus Weber von SkiWelt Gipfel.

Agent: Vielen Dank, Klaus. Worum geht es heute?

Kunde: Nun, wir haben die DryProof670 Jacken in verschiedenen Größen bestellt, und es scheint, dass mehr als die Hälfte von ihnen einen kaputten Reißverschluss haben. Können Sie mir bei diesem Problem helfen?

Agent: Ich verstehe, dass dies ein Problem für Ihr Unternehmen sein kann. Lassen Sie mich nachsehen, was mit Ihrer Bestellung los ist. Um zu bestätigen, endet Ihre Bestellung mit 88651?

Kunde: Ja, das ist meine Bestellung.

Agent: Es tut mir leid, von diesem Problem zu hören. Wir möchten sicherstellen, dass unsere Kunden zufrieden sind. Um das Problem zu beheben, können wir Ihnen entweder Ersatzjacken zusenden oder Ihnen eine Gutschrift für die kaputten Jacken geben. Welche Option würden Sie bevorzugen?

Kunde: Ich würde gerne Ersatzjacken nehmen. Wie lange dauert der Versand?

Agent: Wir werden die Ersatzjacken versandfertig machen und sie sollten innerhalb von 7-10 Werktagen bei Ihnen ankommen. Ist das in Ordnung für Sie?

Kunde: Ja, das sollte passen. Vielen Dank für Ihre Hilfe.

Agent: Gerne geschehen! Wenn Sie weitere Fragen oder Probleme haben, zögern Sie bitte nicht, uns zu kontaktieren. Wir wünschen Ihnen noch einen schönen Tag!"
2023-10-26,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Guten Tag

Mitarbeiter: Guten Tag, ich hoffe, Ihnen geht es gut. Um Ihnen bestmöglich zu helfen, teilen Sie bitte Ihren Vor- und Nachnamen und den Namen des Unternehmens mit, von dem aus Sie anrufen.

Kunde: Ja, ich bin Matthias Schwartz von SkiShop Deluxe.

Mitarbeiter: Danke, Matthias. Worüber möchten Sie heute sprechen?

Kunde: Also, ich habe letzte Woche 15 DryProof670 Jacken für mein Team bestellt, aber es sieht so aus, als wären alle Reißverschlüsse kaputt. Das ist ein großes Problem für uns. Können Sie uns bitte helfen?

Mitarbeiter: Ich verstehe, dass dies ein Ärgernis für Ihr Team ist. Lassen Sie mich nachsehen, was mit Ihrer Bestellung los ist. Um zu bestätigen: Ihre Bestellungsnummer ist 92553, richtig?

Kunde: Ja, das ist meine Bestellungsnummer.

Mitarbeiter: Ich sehe das Problem und entschuldige mich für die Unannehmlichkeiten. Um dies zu beheben, können wir Ihnen Ersatzjacken zusenden, oder wir können Ihnen Rückerstattungen anbieten. Was ziehen Sie vor?

Kunde: Ich bevorzuge Ersatzjacken. Wie lange dauert es, bis die neuen Jacken bei uns eintreffen?

Mitarbeiter: Wir können die neuen Jacken innerhalb von 5 Werktagen liefern. Wäre das in Ordnung für Sie?

Kunde: Ja, das wäre in Ordnung. Was mache ich mit den defekten Jacken?

Mitarbeiter: Wir werden ein Versandetikett per E-Mail senden, mit dem Sie die defekten Jacken kostenlos zurücksenden können. Sobald wir die defekten Jacken erhalten haben, werden wir die neuen Jacken sofort verschicken. Ist das akzeptabel für Sie?

Kunde: Ja, das klingt gut. Vielen Dank für Ihre Hilfe!

Mitarbeiter: Gern geschehen, und nochmals Entschuldigung für die Unannehmlichkeiten. Wenn Sie weitere Fragen oder Bedenken haben, zögern Sie bitte nicht, uns zu kontaktieren. Schönen Tag noch!

Kunde: Danke, Ihnen auch einen schönen Tag!"
2023-10-30,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Hallo

Agent: Hallo, ich hoffe, Sie haben einen großartigen Tag. Um Ihnen bestmöglich zu helfen, teilen Sie bitte Ihren Vornamen, Nachnamen und den Namen des Unternehmens, von dem aus Sie anrufen.

Kunde: Ja, hier ist Wilhelm Schmidt von Skiheaven GmbH.

Agent: Danke, Wilhelm. Worum geht es heute?

Kunde: Nun, wir haben vor kurzem unsere Bestellung von 50 DryProof670 Jacken erhalten, und es sieht so aus, als ob alle ihre Reißverschlüsse defekt sind. Wir brauchen diese Jacken für unser Skiverleihgeschäft. Können Sie uns helfen, das Problem zu beheben?

Agent: Ich verstehe, dass dies für Ihr Unternehmen problematisch sein kann. Lassen Sie mich überprüfen, was mit Ihrer Bestellung los ist. Um zu bestätigen: Handelt es sich bei Ihrer Bestellung um die, die mit der Nummer 61510 endet?

Kunde: Ja, das ist meine Bestellung.

Agent: Ok, da die Reißverschlüsse aller Jacken defekt sind, ist es am besten, die Jacken durch neue zu ersetzen. Ich werde einen Ersatzvorgang für alle 50 Jacken einleiten. Die neuen Jacken sollten in fünf Tagen bei Ihnen eintreffen. Funktioniert das für Sie?

Kunde: Das klingt großartig. Vielen Dank für Ihre Hilfe. Was ist mit den beschädigten Jacken? Sollen wir sie zurückschicken?

Agent: Ja, bitte schicken Sie die beschädigten Jacken zurück. Fügen Sie ihnen einfach die ausgefüllten Rücksendeunterlagen bei, die der Ersatzlieferung beiliegt. Die Rücksendung ist für Sie kostenlos."
2023-10-31,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Guten Tag

Mitarbeiter: Guten Tag, Ich hoffe, Sie haben einen schönen Tag. Um Ihnen den besten Service zu bieten, teilen Sie bitte Ihren Vor- und Nachnamen und den Namen des Unternehmens, von dem aus Sie anrufen.

Kunde: Ja, hier ist Thomas Müller von Wintersport Musterfirma.

Mitarbeiter: Danke, Thomas. Worum geht es bei Ihrem Anruf heute?

Kunde: Nun, wir haben kürzlich eine Lieferung von DryProof670 Jacken für unseren Verleih erhalten, und es scheint, dass die Reißverschlüsse bei etwa 50% der Jacken defekt sind. Wir müssen diese Jacken so schnell wie möglich ersetzen.

Mitarbeiter: Ich verstehe, dass dies für Ihr Geschäft sehr problematisch sein kann. Lassen Sie mich prüfen, was mit Ihrer Bestellung los ist. Um dies zu bestätigen, handelt es sich um die Bestellung, die auf 75837 endet?

Kunde: Ja, das ist die Bestellung.

Mitarbeiter: In Ordnung, ich sehe, dass dies das erste Mal ist, dass wir von diesem speziellen Modell hören, das solche Qualitätsprobleme hat, und wir entschuldigen uns aufrichtig dafür. Wir möchten dies richtigstellen: Ich werde den Versand eines neuen Satzes von Jacken mit funktionierenden Reißverschlüssen organisieren. Diese sollten innerhalb der nächsten Woche bei Ihnen eintreffen, und wir werden auch den Rückversand der mangelhaften Jacken koordinieren.

Kunde: Das klingt gut, vielen Dank für Ihre Hilfe."
2023-10-31,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Hallo

Agent: Hallo, hoffentlich haben Sie einen schönen Tag. Um Ihnen am besten zu helfen, teilen Sie bitte Ihren Vor- und Nachnamen und den Namen der Firma, von der aus Sie anrufen.

Kunde: Ja, ich bin Erik Schmidt von Advanced Ski Shop.

Agent: Danke, Erik. Um was geht es heute?

Kunde: Nun, mein Geschäftsführer hat 150 DryProof670 Jacken bestellt, und anscheinend haben die meisten von ihnen einen kaputten Reißverschluss. Wir bräuchten eine Möglichkeit, diese Jacken ersetzt zu bekommen.

Agent: Ich verstehe, dass das für Ihr Unternehmen problematisch sein kann. Lassen Sie mich überprüfen, was mit Ihrer Bestellung los ist. Nur zur Bestätigung, Ihre Bestellung endet auf 59782?

Kunde: Ja, das ist meine Bestellung.

Agent: Alles klar. Das ist das erste Mal, dass wir von diesem speziellen Produkt gehört haben, das solche Qualitätsprobleme hat, und es tut uns wirklich leid. Wir möchten die Sache richtigstellen. Ich werde den Prozess starten, um einen neuen Satz von Jacken zu versenden, und die Abholung der beschädigten Artikel mit einem unserer Lieferwagen in 7-10 Tagen arrangieren. Ist es Ihnen recht, diese in der Zwischenzeit in Ihrem Besitz zu behalten?

Kunde: Ich denke, das ist in Ordnung, wenn es die einzige Lösung ist. Werden dafür zusätzliche Kosten anfallen?"
2023-10-29,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Guten Tag

Agent: Guten Tag, ich hoffe, dass Sie einen schönen Tag haben. Um Ihnen bestmöglich zu helfen, teilen Sie bitte Ihren Vor- und Nachnamen sowie den Namen des Unternehmens mit, in dem Sie anrufen.

Kunde: Ja, ich bin Jürgen Heide von Ski Trend Meisters.

Agent: Danke Jürgen. Worum geht es bei Ihrem Anruf heute?

Kunde: Nun, wir haben kürzlich 50 DryProof670 Jacken für unsere Skischule erhalten, und es sieht so aus, als ob die Reißverschlüsse bei etwa der Hälfte der Jacken kaputt sind. Wir benötigen dringend einen Ersatz, da der Winter naht.

Agent: Ich verstehe, dass dies ein Problem für Ihr Unternehmen darstellen kann. Lassen Sie mich überprüfen, was mit Ihrer Bestellung passiert ist. Zur Bestätigung, Ihre Bestellung endet mit 51230?

Kunde: Ja, das ist meine Bestellung.

Agent: Es tut uns sehr leid, von dem Problem mit den Reißverschlüssen zu hören. Wir möchten das Problem so schnell wie möglich beheben. Ich werde den Vorgang starten, um Ihnen einen neuen Satz Jacken zu schicken und eine Abholung der beschädigten Artikel innerhalb der nächsten Woche zu organisieren. Wäre das für Sie in Ordnung?

Kunde: Ja, das wäre in Ordnung. Vielen Dank für Ihre schnelle Hilfe."
2023-10-31,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Hallo

Mitarbeiter: Hallo, ich hoffe, Sie haben einen schönen Tag. Um Ihnen so gut wie möglich zu helfen, teilen Sie mir bitte Ihren Vor- und Nachnamen und den Namen des Unternehmens, von dem aus Sie anrufen, mit.

Kunde: Ja, ich bin Klaus Bauer von Sports Unlimited GmbH.

Mitarbeiter: Danke Klaus, worum geht es heute?

Kunde: Nun, wir haben die DryProof670 Jacken erhalten, die wir für unsere Skischule gekauft haben. Das Problem ist, dass alle Jacken nicht ordnungsgemäß geschlossen werden können. Es sieht so aus, als wären die Reißverschlüsse kaputt. Können Sie das für uns klären?

Mitarbeiter: Ich verstehe, dass dies problematisch für Ihr Unternehmen sein kann. Lassen Sie mich überprüfen, was bei Ihrer Bestellung los ist. Um zu bestätigen, endet Ihre Bestellung mit der Bestellnummer 26505?

Kunde: Ja, das ist meine Bestellung.

Mitarbeiter: Ich werde sofort eine Ersatzlieferung für Sie einleiten, die innerhalb von fünf Werktagen bei Ihnen eintreffen sollte. Ist es in Ordnung für Sie, die beschädigten Jacken bis dahin zu behalten? 

Kunde: Ja, das ist in Ordnung. Wird es irgendwelche zusätzlichen Kosten für uns geben?

Mitarbeiter: Nein, es werden keine zusätzlichen Kosten für Sie entstehen. Die Ersatzlieferung wird ohne zusätzliche Kosten durchgeführt, und wir werden die Abholung der beschädigten Jacken ebenfalls kostenlos arrangieren.

Kunde: Vielen Dank für Ihre Hilfe und schnelle Reaktion.

Mitarbeiter: Gern geschehen! Wenn Sie noch weitere Fragen oder Anliegen haben, zögern Sie bitte nicht, sich an uns zu wenden. Wir sind hier, um Ihnen zu helfen. Schönen Tag noch!"
2023-10-27,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Guten Tag

Mitarbeiter: Guten Tag, ich hoffe, Sie haben einen schönen Tag. Um Ihnen bestmöglich zu helfen, teilen Sie bitte Ihren Vor- und Nachnamen und den Firmennamen, von dem aus Sie anrufen.

Kunde: Ja, ich bin Leon Zimmermann von SnowGear Central.

Mitarbeiter: Vielen Dank, Leon, worum geht es heute?

Kunde: Nun, wir haben vor kurzem die DryProof670-Jacken in den Größen S, M und L bestellt. Leider haben viele der Jacken gebrochene Reißverschlüsse. Wir benötigen diese Jacken jedoch dringend für unsere Kunden. Können Sie uns bitte eine Lösung anbieten?

Mitarbeiter: Das kann für Ihr Geschäft natürlich problematisch sein. Lassen Sie mich überprüfen, was bei Ihrer Bestellung passiert ist. Zur Bestätigung, Ihre Bestellung ist diejenige, die mit 40820 endet?

Kunde: Ja, das ist meine Bestellung.

Mitarbeiter: In Ordnung, ich sehe mir Ihre Bestellung an und entschuldige mich vielmals für die Unannehmlichkeiten. Um das Problem zu beheben, werden wir Ihnen umgehend eine neue Lieferung mit funktionierenden Reißverschlüssen zusenden. Die Lieferung sollte innerhalb von 4 Werktagen bei Ihnen eintreffen. Wäre das in Ordnung für Sie?

Kunde: Ja, das klingt angemessen. Vielen Dank für Ihre Hilfe."
2023-10-27,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Guten Tag

Agent: Guten Tag, ich hoffe, Sie haben einen großartigen Tag. Um Ihnen bestmöglich behilflich zu sein, teilen Sie bitte Ihren Vor- und Nachnamen und den Namen des Unternehmens, von dem aus Sie anrufen.

Kunde: Ja, hier ist Hans Müller von Ski Trip Store.

Agent: Vielen Dank Hans, worum geht es heute?

Kunde: Wir haben vor Kurzem einige DryProof670-Jacken für unseren Laden bestellt, und es sieht so aus, als ob die Reißverschlüsse bei etwa einem Drittel der Jacken defekt sind. Könnten Sie uns bitte weiterhelfen, wie wir diese Jacken ersetzen können?

Agent: Ich verstehe, dass es für Ihr Unternehmen problematisch sein kann. Lassen Sie mich überprüfen, was mit Ihrer Bestellung passiert. Um zu bestätigen, endet Ihre Bestellung mit der Nummer 27319?

Kunde: Ja, das ist meine Bestellung.

Agent: Alles klar, Hans. Es tut uns leid, dass Sie diese Probleme mit unseren Jacken haben. Wir werden die fehlerhaften Jacken kostenlos ersetzen. Ich leite den Ersatzauftrag sofort weiter, und Sie sollten die Ersatzjacken innerhalb von sieben Arbeitstagen erhalten. Gibt es noch etwas, worüber Sie sprechen möchten?

Kunde: Nein, das sollte alles sein. Vielen Dank für Ihre Hilfe!"
2023-10-26,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Hallo

Agent: Hallo, ich hoffe, Sie haben einen schönen Tag. Um Ihnen bestmöglich zu helfen, teilen Sie bitte Ihren Vornamen, Nachnamen und den Namen des Unternehmens, mit dem Sie anrufen.

Kunde: Ja, ich bin Lena Müller von AlpenSport.

Agent: Danke Lena, worum geht es heute?

Kunde: Nun, wir haben letzte Woche die neuen DryProof670 Jacken für unsere Mitarbeiter erhalten, und es sieht so aus, als ob die Hälfte von ihnen kaputte Reißverschlüsse hat. Es wäre toll, wenn Sie mir einen Weg geben könnten, diese große Menge an Jacken zu ersetzen.

Agent: Ich verstehe, dass dies für Ihr Unternehmen problematisch sein kann. Lassen Sie mich prüfen, was mit Ihrer Bestellung passiert ist. Um das zu bestätigen, ist Ihre Bestellung diejenige, die mit 95689 endet?

Kunde: Ja, das ist meine Bestellung.

Agent: Ich sehe. Es scheint, dass dies das erste Mal ist, dass wir von diesem speziellen Modell mit so schlechter Qualität hören, und das tut uns wirklich leid. Wir möchten die Dinge richtig stellen. Ich werde den Prozess beginnen, einen neuen Satz von Jacken zu versenden und die beschädigten Artikel mit einem unserer Lastwagen innerhalb von 10 Tagen abzuholen. Ist es für Sie in Ordnung, sie so lange in Ihrem Besitz zu behalten?

Kunde: Ich denke, das ist in Ordnung, wenn das die einzige Lösung ist. Werden Kosten für mich entstehen?"
2023-10-27,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Guten Tag

Agent: Guten Tag, ich hoffe, Sie haben einen schönen Tag. Um Ihnen bestmöglich zu helfen, teilen Sie bitte Ihren Vor- und Nachnamen und den Namen des Unternehmens mit, von dem aus Sie anrufen.

Kunde: Ja, ich bin Hans Müller von Alpine Ski Adventures

Agent: Danke Hans. Worum geht es heute?

Kunde: Also, ich habe 30 DryProof670-Jacken bestellt. Als ich sie auspackte, stellte sich heraus, dass alle Jacken kaputte Reißverschlüsse haben. Ich kann sie unter diesen Umständen nicht in meinem Geschäft verkaufen.

Agent: Ich verstehe, dass dies für Ihr Geschäft problematisch sein kann. Lassen Sie mich überprüfen, was mit Ihrer Bestellung los ist. Zur Bestätigung: Ihre Bestellung endet mit der Nummer 37160?

Kunde: Ja, das stimmt.

Agent: Ich sehe das Problem, und es tut uns wirklich leid. Ich werde sofort den Vorgang starten, um eine neue Lieferung von Jacken mit intakten Reißverschlüssen zu versenden und die defekten Artikel abzuholen. Sie werden in etwa einer Woche eintreffen. Wäre das akzeptabel für Sie?

Kunde: Ja, das ist in Ordnung. Vielen Dank für Ihre Hilfe.

Agent: Gern geschehen, Hans. Es tut uns leid für die Unannehmlichkeiten und wir sind sicher, dass die neuen Jacken keine Probleme mehr haben werden. Wenn Sie noch weitere Fragen oder Bedenken haben, zögern Sie bitte nicht, uns erneut zu kontaktieren."
2023-10-29,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Hallo

Agent: Guten Tag, ich hoffe, Sie haben einen tollen Tag. Damit ich Ihnen am besten helfen kann, könnten Sie bitte Ihren Vor- und Nachnamen und den Namen der Firma angeben, von der aus Sie anrufen?

Kunde: Ja, ich bin Tobias Grün von Hans Ski Equipment.

Agent: Vielen Dank, Tobias. Was ist der Grund Ihres Anrufs heute?

Kunde: Nun, wir haben vor kurzem eine große Lieferung von DryProof670 Jacken für unsere Filialen erhalten, und es stellt sich heraus, dass viele der Reißverschlüsse defekt sind. Es wäre toll, wenn Sie mir eine Möglichkeit zur Verfügung stellen könnten, diese große Menge an Jacken zu ersetzen.

Agent: Ich verstehe, dass dies ein Problem für Ihr Geschäft sein kann. Lassen Sie mich überprüfen, was mit Ihrer Bestellung los ist. Nur zur Bestätigung, Ihre Bestellung endet mit 11140?

Kunde: Ja, das ist meine Bestellung.

Agent: Entschuldigung für die Unannehmlichkeiten. Es scheint, dass dies das erste Mal ist, dass wir von solchen Qualitätsproblemen für dieses spezifische Produkt hören. Wir würden gerne alles in Ordnung bringen. Ich werde den Prozess starten, um eine neue Charge von Jacken zu versenden und die Abholung der beschädigten Artikel innerhalb von 7 Tagen mit einem unserer LKW zu arrangieren. Wäre es Ihnen recht, das Material so lange in Ihrem Besitz zu behalten?

Kunde: Ich verstehe, wenn das die einzige Lösung ist. Wird es für uns irgendwelche Kosten geben?

Agent: Für Sie werden keine zusätzlichen Kosten anfallen. Wir entschuldigen uns nochmals für die Unannehmlichkeiten und werden sicherstellen, dass alles so schnell wie möglich in Ordnung gebracht wird."
2023-10-26,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Hallo

Agent: Hallo, ich hoffe, Sie haben einen tollen Tag. Um Ihnen bestmöglich zu helfen, können Sie bitte Ihren Vor- und Nachnamen und den Namen des Unternehmens angeben, von dem aus Sie anrufen?

Kunde: Ja, ich bin Lukas Müller von Schnee Sport GmbH.

Agent: Danke Lukas, worum geht es heute?

Kunde: Nun, wir haben die DryProof670-Jacken für unseren Skiverleih erhalten und es sieht so aus, als hätten viele von ihnen einen kaputten Reißverschluss. Könnten Sie uns bitte schnell mit Ersatzjacken versorgen?

Agent: Ich verstehe, dass dies ein Problem für Ihr Geschäft darstellen kann. Lassen Sie mich prüfen, was mit Ihrer Bestellung los ist. Um dies zu bestätigen, handelt es sich bei Ihrer Bestellung um diejenige, die mit der Nummer 40206 endet?

Kunde: Ja, das ist meine Bestellung.

Agent: Ich sehe. Es tut uns leid, von der schlechten Qualität dieser speziellen Jacken zu hören, und wir möchten das richtig stellen. Ich werde den Prozess starten, um Ihnen einen neuen Satz Jacken zuzusenden, und wir werden die beschädigten Artikel in den nächste 5 Tagen abholen lassen. Wäre das in Ordnung für Sie?

Kunde: Ja, das wäre großartig. Vielen Dank für Ihre Hilfe.
"
2023-10-26,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Hallo

Mitarbeiter: Hallo, ich hoffe, Sie haben einen tollen Tag. Um Ihnen bestmöglich zu helfen, teilen Sie uns bitte Ihren Vor- und Nachnamen sowie den Namen des Unternehmens mit, von dem aus Sie anrufen.

Kunde: Ja, ich bin Frieda Müller von SnowSportX

Mitarbeiter: Danke, Frieda, worum geht es heute?

Kunde: Also, wir haben 20 DryProof670-Jacken bestellt, aber es scheint, dass alle Reißverschlüsse an den Jacken defekt sind. Wie sollen wir damit umgehen?

Mitarbeiter: Ich verstehe, dass das sehr unangenehm für Sie sein kann. Lassen Sie mich überprüfen, was bei Ihrer Bestellung los ist. Nur zur Bestätigung: Ihre Bestellung endet mit der Nummer 63537?

Kunde: Ja, das ist meine Bestellung.

Mitarbeiter: Ich sehe. Es tut uns leid, von den Problemen mit den Reißverschlüssen zu hören. Wir möchten das unbedingt korrigieren. Ich kann Ihnen eine neue Lieferung zusenden, bei der die Reißverschlüsse in Ordnung sind. Die neue Lieferung sollte innerhalb von fünf Werktagen bei Ihnen eintreffen. Wäre das für Sie in Ordnung?

Kunde: Das wäre großartig. Vielen Dank für Ihre Hilfe."
2023-10-24,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Guten Tag

Mitarbeiter: Guten Tag, ich hoffe, Sie haben einen schönen Tag. Um Ihnen bestmöglich weiterzuhelfen, teilen Sie bitte Ihren Vor- und Nachnamen und den Namen des Unternehmens mit, von dem aus Sie anrufen.

Kunde: Ja, ich bin Thomas Wagner von Skilodge GmbH.

Mitarbeiter: Danke Thomas, worum geht es bei Ihrem heutigen Anruf?

Kunde: Nun, wir haben 50 neue DryProof670 Jacken für unsere Angestellten bestellt und es scheint, dass fast die Hälfte von ihnen defekte Reißverschlüsse hat. Es wäre toll, wenn Sie einen Weg finden könnten, diese große Menge an Jacken zu ersetzen.

Mitarbeiter: Ich verstehe, dass dies für Ihr Unternehmen problematisch sein kann. Lassen Sie mich überprüfen, was mit Ihrer Bestellung passiert ist. Um zu bestätigen, endet Ihre Bestellung mit der Nummer 96177?

Kunde: Ja, das ist meine Bestellung.

Mitarbeiter: Ich sehe. In diesem Fall tut es uns sehr leid, dass wir Ihnen Jacken mit dieser schlechten Qualität geliefert haben. Wir möchten die Dinge richtigstellen. Ich werde den Prozess starten, um eine neue Ladung Jacken zu verschicken und die beschädigten Artikel mit einem unserer Lieferwagen innerhalb von 10 Tagen abzuholen. Wäre es für Sie in Ordnung, sie bis dahin bei sich zu behalten?

Kunde: Ich denke schon, wenn das die einzige Lösung ist. Fallen für mich dabei zusätzliche Kosten an?

Mitarbeiter: Nein, es werden keine zusätzlichen Kosten für Sie anfallen. Wir werden den Ersatz und die Abholung der beschädigten Jacken kostenlos durchführen, da es sich um einen Fehler unsererseits handelt."
2023-10-29,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Guten Tag

Agent: Guten Tag, ich hoffe, Sie haben einen schönen Tag. Um Ihnen bestmöglich zu helfen, könnten Sie bitte Ihren Vor- und Nachnamen und den Namen des Unternehmens angeben, von dem aus Sie anrufen?

Kunde: Ja, ich bin Rolf Schmidt von Schnee-Event GmbH.

Agent: Danke Rolf, worum geht es heute?

Kunde: Nun, wir haben vor etwa einer Woche 50 DryProof670 Jacken für unsere Skiverleih und Event Unternehmen bestellt. Leider haben wir festgestellt, dass bei etwa 20 der Jacken der Reißverschluss defekt ist und nicht richtig schließt. Könnten Sie uns bitte dabei unterstützen, diese Jacken zu ersetzen?

Agent: Ich verstehe, dass dies für Ihr Unternehmen problematisch sein kann. Lassen Sie mich die Details Ihrer Bestellung überprüfen. Um dies zu bestätigen, handelt es sich bei Ihrer Bestellung um die Nummer 11303?

Kunde: Ja, genau, das ist meine Bestellung.

Agent: In Ordnung, es tut uns leid, von diesem Problem zu hören. Um dies zu beheben, schlage ich vor, dass wir Ihnen umgehend 20 neue Ersatzjacken zusenden und gleichzeitig die beschädigten Jacken abholen. Wäre das für Sie in Ordnung?

Kunde: Ja, das klingt gut. Wie lange wird es dauern, bis die neuen Jacken eintreffen?

Agent: In der Regel dauert der Versand 3-5 Werktage. Wir werden unser Bestes tun, um sicherzustellen, dass die neuen Jacken so schnell wie möglich bei Ihnen sind.

Kunde: Das ist großartig, vielen Dank für Ihre Hilfe bei diesem Problem.

Agent: Gern geschehen, Rolf. Wenn Sie in der Zukunft weitere Fragen oder Anliegen haben, zögern Sie bitte nicht, uns zu kontaktieren. Schönen Tag noch!

Kunde: Danke, Ihnen auch einen schönen Tag!"
2023-10-26,German,Germany,DryProof670,jacket,Broken zipper,"Kunde: Guten Tag

Mitarbeiter: Guten Tag, ich hoffe, Sie haben einen großartigen Tag. Um Ihnen bestmöglich zu helfen, könnten Sie bitte Ihren Vor- und Nachnamen und den Namen des Unternehmens angeben, von dem aus Sie anrufen?

Kunde: Ja, ich heiße Tobias Müller und rufe von Ski Resort Unlimited an.

Mitarbeiter: Danke, Tobias. Bitte sagen Sie mir, worum es heute geht.

Kunde: Nun, mein Chef hat 150 neue DryProof670-Jacken bestellt und es scheint, dass viele von ihnen einen defekten Reißverschluss haben. Es wäre toll, wenn Sie mir einen Weg zur Verfügung stellen könnten, diese große Menge an Jacken zu ersetzen.

Mitarbeiter: Ich verstehe, dass dies für Ihr Unternehmen problematisch sein kann. Erlauben Sie mir, Ihre Bestellung zu überprüfen. Um dies zu bestätigen, endet Ihre Bestellung mit 29336?

Kunde: Ja, das ist meine Bestellung.

Mitarbeiter: Ich sehe. Es scheint, dass dies das erste Mal ist, dass wir von diesem speziellen Modell mit einer solch schlechten Qualität hören, und dafür möchten wir uns aufrichtig entschuldigen. Wir möchten es richtig machen. Ich werde den Prozess beginnen, um einen neuen Satz Jacken zu versenden und die beschädigten Artikel mit einem unserer Lastwagen innerhalb von fünf Tagen abzuholen. Wäre es in Ordnung, diese während dieser Zeit in Ihrem Besitz zu behalten?

Kunde: Ja, das sollte in Ordnung sein, wenn das die einzige Lösung ist. Gibt es dafür für mich zusätzliche Kosten?"
